title,description,timeLimit,passingScore,gradeName,subjectName,topicName,question,points,order,option1_text,option1_isCorrect,option1_explanation,option2_text,option2_isCorrect,option2_explanation,option3_text,option3_isCorrect,option3_explanation,option4_text,option4_isCorrect,option4_explanation
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Pet animals,Which of these is a pet animal?,1,1,Dog,TRUE,Dogs are kept as pets,Lion,FALSE,Wild animal,Tiger,FALSE,Wild animal,Elephant,FALSE,Wild animal
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Pet animals,Which pet animal purrs?,1,2,Cat,TRUE,Cats purr when happy,Dog,FALSE,Barks,Rabbit,FALSE,Hops,Cow,FALSE,Farm animal
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Pet animals,Where do pet animals live?,1,3,In our homes,TRUE,They live with us,In forest,FALSE,Wild animals,In zoo,FALSE,Wild animals,In school,FALSE,Not correct
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Pet animals,Which animal is kept to guard the house?,1,4,Dog,TRUE,Dogs guard houses,Cat,FALSE,Cats do not guard,Goat,FALSE,Farm animal,Rabbit,FALSE,Pet but not guard
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Pet animals,Which animal has soft fur and long ears?,1,5,Rabbit,TRUE,Rabbits are soft and cute,Cow,FALSE,Farm animal,Cat,FALSE,Short ears,Elephant,FALSE,Big animal
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Animal homes,Where does a lion live?,1,1,Den,TRUE,Lions live in dens,Coop,FALSE,For hens,Stable,FALSE,For horses,Burrow,FALSE,For rabbits
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Animal homes,Where does a dog live?,1,2,Kenel,TRUE,Dogs live in a kennel,Burrow,FALSE,Used by rabbits,Nest,FALSE,Birds live in nests,Den,FALSE,Lions live there
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Animal homes,Where does a bird live?,1,3,Nest,TRUE,Birds make nests,Stable,FALSE,Used by horses,Coop,FALSE,Used by hens,Den,FALSE,Used by lions
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Animal homes,Where do bees live?,1,4,Beehive,TRUE,Bees live in hives,Nest,FALSE,Used by birds,Burrow,FALSE,Used by rabbits,Coop,FALSE,Hens live here
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Animal homes,Where does a rabbit live?,1,5,Burrow,TRUE,Rabbits dig burrows,Den,FALSE,Lions live there,Coop,FALSE,Hens live here,Stable,FALSE,Horses live here
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Living and non living things,Which of these is a living thing?,1,1,Cat,TRUE,Cat can breathe and move,Chair,FALSE,Chair cannot move,Table,FALSE,Table is non-living,Fan,FALSE,It does not grow
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Living and non living things,Which one grows?,1,2,Plant,TRUE,Plants grow,Stone,FALSE,Stone does not grow,Book,FALSE,Books are non-living,Ball,FALSE,It does not grow
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Living and non living things,What do living things need to live?,1,3,Air,TRUE,All living beings need air,Plastic,FALSE,Not needed for living,Chair,FALSE,Not useful for living,Pencil,FALSE,Used by humans
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Living and non living things,Which of the following does NOT move on its own?,1,4,Table,TRUE,Table needs help to move,Dog,FALSE,Dogs walk,Cat,FALSE,Cats can move,Bird,FALSE,Flies
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Living and non living things,Who breathes?,1,5,Boy,TRUE,All people breathe,Book,FALSE,Books do not breathe,Car,FALSE,Car is not alive,Pen,FALSE,Pen is non-living
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Birds,Which of these can fly?,1,1,Pigeon,TRUE,Pigeons can fly,Duck,FALSE,Ducks fly less,Cat,FALSE,Cats dont fly,Dog,FALSE,Dog is not a bird
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Birds,What covers a birds body?,1,2,Feathers,TRUE,Birds are covered with feathers,Fur,FALSE,Mammals have fur,Scales,FALSE,Fish have scales,Shell,FALSE,Not for birds
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Birds,What do birds use to fly?,1,3,Wings,TRUE,Birds use wings to fly,Legs,FALSE,Used for walking,Ears,FALSE,Not for flying,Beak,FALSE,Used for eating
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Birds,Where do birds live?,1,4,Nest,TRUE,Birds make nests,Den,FALSE,Lions live in dens,Hive,FALSE,Bees live there,Burrow,FALSE,Used by rabbits
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Birds,Which of these is a bird?,1,5,Parrot,TRUE,Parrot is a bird,Cat,FALSE,Animal,Dog,FALSE,Animal,Snake,FALSE,Reptile
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Parts of the bird,What helps birds to fly?,1,1,Wings,TRUE,Wings help birds fly,Legs,FALSE,Used for walking,Beak,FALSE,Used for eating,Claws,FALSE,Used to hold
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Parts of the bird,What do birds use to eat food?,1,2,Beak,TRUE,Birds eat with their beak,Wings,FALSE,Used for flying,Feathers,FALSE,Cover body,Tail,FALSE,Helps in balance
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Parts of the bird,What helps birds in balancing while flying?,1,3,Tail,TRUE,Tail helps in balance,Wings,FALSE,Wings help to fly,Beak,FALSE,Used to eat,Legs,FALSE,Used to walk
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Parts of the bird,Which part helps birds to perch on trees?,1,4,Claws,TRUE,Birds use claws to perch,Wings,FALSE,Used for flying,Tail,FALSE,Helps balance,Beak,FALSE,Used for food
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Parts of the bird,Which of these is NOT a part of bird?,1,5,Horn,TRUE,Birds dont have horns,Wing,FALSE,All birds have wings,Beak,FALSE,Birds eat with beak,Tail,FALSE,Helps fly
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Insects,How many legs do insects have?,1,1,6,TRUE,All insects have 6 legs,4,FALSE,Not enough legs,8,FALSE,Spiders have 8 legs,2,FALSE,Too few
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Insects,Which of these is an insect?,1,2,Ant,TRUE,Ant is an insect,Dog,FALSE,Animal,Snake,FALSE,Reptile,Fish,FALSE,Aquatic
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Insects,Which insect makes honey?,1,3,Honeybee,TRUE,Honeybee makes honey,Ant,FALSE,Does not make honey,Fly,FALSE,Does not make honey,Mosquito,FALSE,No honey
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Insects,Which insect has colorful wings?,1,4,Butterfly,TRUE,Butterflies have colorful wings,Ant,FALSE,No wings usually,Beetle,FALSE,Not colorful,Mosquito,FALSE,Tiny and dark
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Insects,Which of these can sting?,1,5,Bee,TRUE,Bee can sting,Butterfly,FALSE,Harmless,Moth,FALSE,Harmless,Ant,FALSE,Usually doesnt sting
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Transport,Which vehicle moves on road?,1,1,Car,TRUE,Car runs on roads,Ship,FALSE,Ship moves on water,Helicopter,FALSE,Flies in air,Submarine,FALSE,Under water
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Transport,Which vehicle flies in the sky?,1,2,Airplane,TRUE,Airplane flies in sky,Bus,FALSE,Runs on road,Boat,FALSE,Water transport,Train,FALSE,On tracks
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Transport,Which vehicle runs on tracks?,1,3,Train,TRUE,Train runs on tracks,Car,FALSE,Road vehicle,Boat,FALSE,Water transport,Plane,FALSE,Flies
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Transport,Which vehicle moves on water?,1,4,Ship,TRUE,Ship sails on water,Bike,FALSE,Road vehicle,Helicopter,FALSE,Air transport,Bus,FALSE,Road transport
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Transport,Which is a two-wheeler?,1,5,Bike,TRUE,Bike has 2 wheels,Car,FALSE,Four-wheeler,Bus,FALSE,Many wheels,Plane,FALSE,Flies in air
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Traffic signal,What does red light mean?,1,1,Stop,TRUE,Red light means stop,Go,FALSE,Green means go,Wait,FALSE,Yellow means wait,Jump,FALSE,Not related
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Traffic signal,What does green light mean?,1,2,Go,TRUE,Green means go,Stop,FALSE,Red means stop,Turn,FALSE,Not specific,Cross,FALSE,Not for green
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Traffic signal,What does yellow light mean?,1,3,Wait,TRUE,Yellow means wait,Go,FALSE,Wrong signal,Jump,FALSE,Not traffic rule,Run,FALSE,Not for vehicles
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Traffic signal,Where do we see traffic lights?,1,4,At roads,TRUE,Traffic lights are used on roads,In kitchen,FALSE,No lights there,In school,FALSE,No traffic lights,In home,FALSE,Not used at home
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Traffic signal,What helps cars know when to stop?,1,5,Traffic light,TRUE,Traffic lights give signals,Clock,FALSE,Shows time,Book,FALSE,Not related,Lamp,FALSE,Used for lighting
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Animals used for transportation,Which animal pulls a cart?,1,1,Bull,TRUE,Bulls pull carts,Cat,FALSE,Not used for transport,Dog,FALSE,Too small,Monkey,FALSE,Not used
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Animals used for transportation,Which animal is called ‘ship of the desert?,1,2,Camel,TRUE,Camels carry loads in desert,Cow,FALSE,Not in desert,Goat,FALSE,Too small,Lion,FALSE,Not used
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Animals used for transportation,Which animal is used in hilly areas?,1,3,Yak,TRUE,Yaks are used in hills,Elephant,FALSE,Used in plains,Dog,FALSE,Not for riding,Bird,FALSE,Not used
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Animals used for transportation,Which of these is used to carry heavy logs?,1,4,Elephant,TRUE,Elephants are strong,Cow,FALSE,Used for milk,Cat,FALSE,Too small,Duck,FALSE,Not used
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Animals used for transportation,Which animal is used to ride in desert?,1,5,Camel,TRUE,Camels walk in sand easily,Pig,FALSE,Not for riding,Dog,FALSE,Too small,Sheep,FALSE,Not for transport
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Our country India,What is the name of our country?,1,1,India,TRUE,We live in India,China,FALSE,Not our country,USA,FALSE,Not our country,France,FALSE,Not our country
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Our country India,Which language is spoken in India?,1,2,Hindi,TRUE,Many speak Hindi,French,FALSE,Spoken in France,Japanese,FALSE,Spoken in Japan,German,FALSE,Spoken in Germany
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Our country India,What is the capital of India?,1,3,New Delhi,TRUE,Capital is New Delhi,Mumbai,FALSE,Big city not capital,Kolkata,FALSE,Not capital,Hyderabad,FALSE,Not capital
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Our country India,What do we call people living in India?,1,4,Indians,TRUE,People of India are Indians,Americans,FALSE,From USA,Chinese,FALSE,From China,Russians,FALSE,From Russia
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Our country India,What is our national festival?,1,5,Independence Day,TRUE,It celebrates our freedom,Holi,FALSE,Color festival,Diwali,FALSE,Festival of lights,Eid,FALSE,Not national
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,National symbols of India,What is our national animal?,1,1,Tiger,TRUE,Tiger is strong and brave,Lion,FALSE,Not national,Elephant,FALSE,Not national,Giraffe,FALSE,Not in India
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,National symbols of India,What is our national bird?,1,2,Peacock,TRUE,Peacock is colorful and our symbol,Eagle,FALSE,Not national bird,Parrot,FALSE,Not national bird,Owl,FALSE,Not national
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,National symbols of India,What is our national flower?,1,3,Lotus,TRUE,Lotus is the national flower,Rose,FALSE,Common but not national,Jasmine,FALSE,Not national flower,Sunflower,FALSE,Not national
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,National symbols of India,What is our national fruit?,1,4,Mango,TRUE,Mango is tasty and national fruit,Apple,FALSE,Not national fruit,Banana,FALSE,Not national fruit,Grapes,FALSE,Not national
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,National symbols of India,What is our national tree?,1,5,Banyan,TRUE,Banyan is the national tree,Neem,FALSE,Useful but not national,Mango,FALSE,National fruit,Coconut,FALSE,Not national tree
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Our National flag,How many colors are there in our flag?,1,1,3,TRUE,Flag has 3 colors,2,FALSE,Too few,4,FALSE,Too many,5,FALSE,Wrong number
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Our National flag,Which color is on top of our flag?,1,2,Saffron,TRUE,Saffron is at top,Green,FALSE,Bottom color,White,FALSE,Middle color,Blue,FALSE,In wheel
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Our National flag,What is in the center of the flag?,1,3,Blue wheel,TRUE,Called Ashoka Chakra,Star,FALSE,Not in our flag,Sun,FALSE,Not part of flag,Moon,FALSE,Not in flag
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Our National flag,What is the color at the bottom of our flag?,1,4,Green,TRUE,Green is at bottom,White,FALSE,Middle,Saffron,FALSE,Top,Blue,FALSE,Center only
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Our National flag,What do we do when we see the national flag?,1,5,Respect it,TRUE,We must respect our flag,Sit,FALSE,Not correct,Dance,FALSE,Wrong behavior,Ignore,FALSE,Disrespectful
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Indian musical Instruments,Which of these is a musical instrument?,1,1,Tabla,TRUE,Tabla is used to make music,Bat,FALSE,Used in sports,Brush,FALSE,Used for painting,Plate,FALSE,Used for eating
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Indian musical Instruments,Which instrument has strings?,1,2,Sitar,TRUE,Sitar has strings,Flute,FALSE,Blown instrument,Dhol,FALSE,Drum like,Whistle,FALSE,Not musical instrument
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Indian musical Instruments,Which one do we blow air into to play?,1,3,Flute,TRUE,Flute is played by blowing air,Tabla,FALSE,Played by hand,Dhol,FALSE,Drum type,Violin,FALSE,Played with bow
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Indian musical Instruments,Which instrument is played with a bow?,1,4,Violin,TRUE,Violin is played with bow,Tabla,FALSE,Hand drum,Dholak,FALSE,Drum type,Trumpet,FALSE,Blown instrument
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Indian musical Instruments,Which of these is used in classical music?,1,5,Veena,TRUE,Veena is a classical instrument,Ball,FALSE,Not related,Pen,FALSE,Used for writing,Clock,FALSE,Used for time
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Monuments of India,Which is a famous white marble monument?,1,1,Taj Mahal,TRUE,Taj Mahal is made of white marble,Qutub Minar,FALSE,Not marble,Red Fort,FALSE,Red sandstone,India Gate,FALSE,Stone monument
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Monuments of India,Where is the India Gate located?,1,2,New Delhi,TRUE,India Gate is in Delhi,Mumbai,FALSE,Not in Delhi,Agra,FALSE,Taj Mahal is there,Kolkata,FALSE,Not in Delhi
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Monuments of India,Which monument was built by Shah Jahan?,1,3,Taj Mahal,TRUE,Shah Jahan built it,Qutub Minar,FALSE,Much older,Charminar,FALSE,Not by Shah Jahan,Lotus Temple,FALSE,Modern structure
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Monuments of India,Which monument is shaped like a flower?,1,4,Lotus Temple,TRUE,Shaped like a lotus flower,Red Fort,FALSE,Not flower shaped,Gateway of India,FALSE,Not related,Charminar,FALSE,Not flower shaped
EVS Quiz,Basic quiz for LKG students,5,3,LKG,EVS,Monuments of India,What is the color of the Red Fort?,1,5,Red,TRUE,Made from red sandstone,White,FALSE,Not correct,Green,FALSE,Not correct,Yellow,FALSE,Not correct
Conversations Quiz,Simple quiz based on conversations,5,3,LKG,Conversations,Bird talk,What do birds use to sing?,1,1,Beak,TRUE,Birds use their beaks to chirp,Ears,FALSE,Ears are for listening,Hands,FALSE,Birds dont have hands,Wings,FALSE,Used for flying
Conversations Quiz,Simple quiz based on conversations,5,3,LKG,Conversations,Bird talk,Which bird says “caw-caw”?,1,2,Crow,TRUE,Crows make a caw-caw sound,Parrot,FALSE,Parrots say hello,Pigeon,FALSE,They coo,Peacock,FALSE,They scream
Conversations Quiz,Simple quiz based on conversations,5,3,LKG,Conversations,Bird talk,What do birds talk about in the poem?,1,3,Things around them,TRUE,"Birds talk about trees, sky, etc.",School,FALSE,Not in poem,Movies,FALSE,Not in poem,Games,FALSE,Not in poem
Conversations Quiz,Simple quiz based on conversations,5,3,LKG,Conversations,Bird talk,Which bird has colorful feathers?,1,4,Peacock,TRUE,Peacock has colorful feathers,Sparrow,FALSE,Brown color only,Crow,FALSE,Black in color,Eagle,FALSE,Not colorful
Conversations Quiz,Simple quiz based on conversations,5,3,LKG,Conversations,Bird talk,Do birds talk like humans?,1,5,No,TRUE,Birds chirp not talk like humans,Yes,FALSE,They dont speak words,Maybe,FALSE,Unclear answer,Sometimes,FALSE,Not correct
Conversations Quiz,Simple quiz based on conversations,5,3,LKG,Conversations,Conversation between Jimmy and father,Who does Jimmy talk to?,1,1,Father,TRUE,Jimmy talks to his father,Teacher,FALSE,Not mentioned,Mother,FALSE,Not in the conversation,Friend,FALSE,Not mentioned
Conversations Quiz,Simple quiz based on conversations,5,3,LKG,Conversations,Conversation between Jimmy and father,What does Jimmy ask about?,1,2,India,TRUE,He asks about our country,Toys,FALSE,Not asked,Food,FALSE,Not in conversation,Games,FALSE,Not mentioned
Conversations Quiz,Simple quiz based on conversations,5,3,LKG,Conversations,Conversation between Jimmy and father,Who tells Jimmy about India?,1,3,Father,TRUE,His father explains,Teacher,FALSE,Not mentioned,Mother,FALSE,Not here,Uncle,FALSE,Not mentioned
Conversations Quiz,Simple quiz based on conversations,5,3,LKG,Conversations,Conversation between Jimmy and father,Is India our country?,1,4,Yes,TRUE,India is our country,No,FALSE,Incorrect,Maybe,FALSE,Unclear answer,Dont know,FALSE,Wrong option
Conversations Quiz,Simple quiz based on conversations,5,3,LKG,Conversations,Conversation between Jimmy and father,Who is a good citizen?,1,5,One who loves India,TRUE,A good citizen loves their country,One who plays,FALSE,Not correct,One who shouts,FALSE,Wrong,One who fights,FALSE,Wrong
Conversations Quiz,Simple quiz based on conversations,5,3,LKG,Conversations,Our country India,What is the name of our country?,1,1,India,TRUE,We live in India,America,FALSE,Not our country,Australia,FALSE,Different country,China,FALSE,Different country
Conversations Quiz,Simple quiz based on conversations,5,3,LKG,Conversations,Our country India,Which color is not in our national flag?,1,2,Blue,TRUE,Blue is in the chakra,Black,FALSE,Not present,Red,FALSE,Not present,Pink,FALSE,Not present
Conversations Quiz,Simple quiz based on conversations,5,3,LKG,Conversations,Our country India,What is the color of the Ashoka Chakra?,1,3,Blue,TRUE,Blue in the center,Green,FALSE,Its a stripe,Orange,FALSE,Top stripe,White,FALSE,Middle stripe
Conversations Quiz,Simple quiz based on conversations,5,3,LKG,Conversations,Our country India,What do we say to show love for our country?,1,4,Jai Hind,TRUE,A patriotic slogan,Good night,FALSE,Not related,Hello,FALSE,Greeting only,Thank you,FALSE,Politeness
Conversations Quiz,Simple quiz based on conversations,5,3,LKG,Conversations,Our country India,Which animal is our national animal?,1,5,Tiger,TRUE,The tiger is national animal,Lion,FALSE,Not national one,Elephant,FALSE,Not correct,Zebra,FALSE,Not from India
Stories Quiz,Story-based quiz for LKG kids,5,3,LKG,Stories,Fruits and vegetables,Which of these is a fruit?,1,1,Mango,TRUE,Mango is a sweet fruit,Carrot,FALSE,Carrot is a vegetable,Potato,FALSE,Potato is a vegetable,Cabbage,FALSE,Cabbage is a leafy vegetable
Stories Quiz,Story-based quiz for LKG kids,5,3,LKG,Stories,Fruits and vegetables,Which of these is green and leafy?,1,2,Spinach,TRUE,Spinach is a leafy vegetable,Apple,FALSE,Not leafy,Mango,FALSE,Fruit not leaf,Cucumber,FALSE,Not leafy
Stories Quiz,Story-based quiz for LKG kids,5,3,LKG,Stories,Fruits and vegetables,Which fruit is red and juicy?,1,3,Watermelon,TRUE,Watermelon is juicy and red,Onion,FALSE,Its a vegetable,Lettuce,FALSE,Green and leafy,Tomato,FALSE,"Though red, its a veg"
Stories Quiz,Story-based quiz for LKG kids,5,3,LKG,Stories,Fruits and vegetables,What should we do before eating fruits?,1,4,Wash them,TRUE,Always wash fruits before eating,Cook them,FALSE,Fruits are eaten raw,Throw them,FALSE,Wrong idea,Hug them,FALSE,Funny but incorrect
Stories Quiz,Story-based quiz for LKG kids,5,3,LKG,Stories,Fruits and vegetables,Which of these grows under the ground?,1,5,Carrot,TRUE,Carrot is a root vegetable,Apple,FALSE,Grows on tree,Banana,FALSE,Grows on plant,Lettuce,FALSE,Leafy green
Stories Quiz,Story-based quiz for LKG kids,5,3,LKG,Stories,The three little pigs,What were the pigs building?,1,1,Houses,TRUE,Each pig built a house,Cars,FALSE,Not in the story,Boats,FALSE,No boats mentioned,Shops,FALSE,Not relevant
Stories Quiz,Story-based quiz for LKG kids,5,3,LKG,Stories,The three little pigs,What did the first pig build his house with?,1,2,Straw,TRUE,First house was of straw,Bricks,FALSE,Used by third pig,Wood,FALSE,Used by second pig,Stone,FALSE,Not used
Stories Quiz,Story-based quiz for LKG kids,5,3,LKG,Stories,The three little pigs,Who blew the houses down?,1,3,The big bad wolf,TRUE,The wolf blew two houses,The pig,FALSE,Pigs built houses,The dog,FALSE,Not in story,The wind,FALSE,Wrong
Stories Quiz,Story-based quiz for LKG kids,5,3,LKG,Stories,The three little pigs,Whose house did not fall down?,1,4,The third pig,TRUE,He used bricks,First pig,FALSE,Straw house broke,Second pig,FALSE,Wood house broke,Wolf,FALSE,He blew houses
Stories Quiz,Story-based quiz for LKG kids,5,3,LKG,Stories,The three little pigs,What is the storys lesson?,1,5,Work hard and be smart,TRUE,The third pig worked hard and stayed safe,Be lazy,FALSE,Leads to trouble,Be fast,FALSE,Not the main idea,Sleep all day,FALSE,Wrong lesson
Maths Quiz,Quiz on numbers 1 to 10 for LKG kids,5,3,LKG,Maths,Numbers 1 -10,Which number comes after 4?,1,1,5,TRUE,5 comes after 4,3,FALSE,Comes before 4,6,FALSE,Too far,2,FALSE,Wrong order
Maths Quiz,Quiz on numbers 1 to 10 for LKG kids,5,3,LKG,Maths,Numbers 1 -10,How many fingers do you have?,1,2,10,TRUE,We have 10 fingers,5,FALSE,Only on one hand,8,FALSE,Not correct,12,FALSE,Too many
Maths Quiz,Quiz on numbers 1 to 10 for LKG kids,5,3,LKG,Maths,Numbers 1 -10,Which of these is the smallest number?,1,3,1,TRUE,1 is the smallest,3,FALSE,Bigger than 1,5,FALSE,Bigger than 1,10,FALSE,Largest here
Maths Quiz,Quiz on numbers 1 to 10 for LKG kids,5,3,LKG,Maths,Numbers 1 -10,What comes between 2 and 4?,1,4,3,TRUE,3 is between 2 and 4,1,FALSE,Comes before 2,5,FALSE,Comes after 4,6,FALSE,Too far
Maths Quiz,Quiz on numbers 1 to 10 for LKG kids,5,3,LKG,Maths,Numbers 1 -10,Which of these is not a number from 1-10?,1,5,12,TRUE,12 is outside the range,9,FALSE,In range,6,FALSE,In range,3,FALSE,In range
Maths Quiz,Quiz on numbers 11 to 20,5,3,LKG,Maths,Numbers 11-20,What number comes after 19?,1,1,20,TRUE,20 follows 19,18,FALSE,Comes before,21,FALSE,Too far,22,FALSE,Way ahead
Maths Quiz,Quiz on numbers 11 to 20,5,3,LKG,Maths,Numbers 11-20,Which is the largest number here?,1,2,20,TRUE,20 is the biggest,15,FALSE,Smaller,18,FALSE,Smaller,12,FALSE,Smaller
Maths Quiz,Quiz on numbers 11 to 20,5,3,LKG,Maths,Numbers 11-20,Which number comes before 15?,1,3,14,TRUE,14 comes before 15,16,FALSE,Comes after,12,FALSE,Too far,18,FALSE,Too far
Maths Quiz,Quiz on numbers 11 to 20,5,3,LKG,Maths,Numbers 11-20,Which number is between 13 and 15?,1,4,14,TRUE,14 lies between,12,FALSE,Comes before,16,FALSE,After 15,11,FALSE,Too early
Maths Quiz,Quiz on numbers 11 to 20,5,3,LKG,Maths,Numbers 11-20,How many numbers are there from 11 to 20?,1,5,10,TRUE,Ten numbers in total,9,FALSE,One short,11,FALSE,Too many,8,FALSE,Wrong
Maths Quiz,Number names from one to ten,5,3,LKG,Maths,Number Names one-ten,What is the name of number 1?,1,1,One,TRUE,1 is called One,Two,FALSE,Thats 2,Ten,FALSE,Thats 10,Three,FALSE,Thats 3
Maths Quiz,Number names from one to ten,5,3,LKG,Maths,Number Names one-ten,What is the number name for 3?,1,2,Three,TRUE,3 is written as Three,Four,FALSE,Thats 4,Two,FALSE,Thats 2,Five,FALSE,Wrong
Maths Quiz,Number names from one to ten,5,3,LKG,Maths,Number Names one-ten,How do you write the number 7 in words?,1,3,Seven,TRUE,7 is Seven,Eight,FALSE,Thats 8,Nine,FALSE,Thats 9,Six,FALSE,Thats 6
Maths Quiz,Number names from one to ten,5,3,LKG,Maths,Number Names one-ten,Which is correct for number 10?,1,4,Ten,TRUE,10 is Ten,One,FALSE,Thats 1,Eleven,FALSE,Thats 11,Two,FALSE,Wrong
Maths Quiz,Number names from one to ten,5,3,LKG,Maths,Number Names one-ten,What is the name of number 5?,1,5,Five,TRUE,5 is Five,Six,FALSE,Thats 6,Four,FALSE,Thats 4,Three,FALSE,Thats 3
Maths Quiz,Quiz on numbers 21 to 30,5,3,LKG,Maths,Numbers 21-30,Which number comes after 29?,1,1,30,TRUE,30 comes after 29,28,FALSE,Before 29,27,FALSE,Too early,21,FALSE,First number
Maths Quiz,Quiz on numbers 21 to 30,5,3,LKG,Maths,Numbers 21-30,Which number is between 25 and 27?,1,2,26,TRUE,26 is in the middle,28,FALSE,Comes after,24,FALSE,Comes before,23,FALSE,Too early
Maths Quiz,Quiz on numbers 21 to 30,5,3,LKG,Maths,Numbers 21-30,What comes before 22?,1,3,21,TRUE,21 is before 22,23,FALSE,Comes after,24,FALSE,Way after,25,FALSE,Too far
Maths Quiz,Quiz on numbers 21 to 30,5,3,LKG,Maths,Numbers 21-30,Which of these is not between 21 and 30?,1,4,31,TRUE,31 comes after 30,28,FALSE,In range,25,FALSE,In range,29,FALSE,In range
Maths Quiz,Quiz on numbers 21 to 30,5,3,LKG,Maths,Numbers 21-30,Which number is the smallest?,1,5,21,TRUE,21 is the smallest,26,FALSE,Bigger,29,FALSE,Bigger,30,FALSE,Bigger
Maths Quiz,Quiz on numbers 31 to 40,5,3,LKG,Maths,Numbers 31-40,What comes after 39?,1,1,40,TRUE,Next in order,38,FALSE,Comes before,35,FALSE,Way before,37,FALSE,Too early
Maths Quiz,Quiz on numbers 31 to 40,5,3,LKG,Maths,Numbers 31-40,Which number comes before 34?,1,2,33,TRUE,33 is before 34,35,FALSE,Comes after,36,FALSE,Too far,38,FALSE,Too far
